1000000 100000
1 214083 -762123048
1 376067 759043378
1 552530 97437179
1 162720 793234339
1 743793 -284185689
1 391660 -345420281
1 50688 98820560
2 136422 553556
1 554307 -647938619
1 366897 -92833256
1 370378 -21212807
1 776593 -290126286
2 725256 860418
1 772048 -420063260
1 760854 -877012693
1 631429 652102289
1 357814 367130961
1 55550 -624479870
1 74504 466823134
1 853011 671490316
1 363451 67941008
2 120879 813745
1 812191 -806152680
1 286136 818658146
1 376911 -118580828
2 248579 450935
2 261041 864117
1 672293 -824569691
2 293091 521273
1 858372 5140785
1 864116 536114863
1 967740 -903457445
1 203347 564540188
2 61122 419152
2 533763 649744
1 96501 252359058
1 800524 -759669490
2 90046 314542
2 419959 722101
2 474447 574073
2 734875 860171
1 343471 -181552991
1 571080 805224721
2 511547 991122
1 78503 502972200
1 144592 718263652
1 660031 -67289873
1 199681 289106457
2 137546 592927
1 452437 151984315
1 685430 -309796443
2 378668 824496
1 243206 444081566
1 243820 -285623623
2 64954 479819
1 122588 -4900826
1 220321 -267066426
1 29734 91804884
1 222139 -838044980
1 144992 -893311538
1 208384 113719295
1 382426 -638682323
1 400718 677448768
1 352172 36280708
1 748976 474526306
2 162495 682276
1 626651 -298829380
1 830678 -902297912
1 657655 -796488728
1 93601 745234196
1 648794 -146260441
1 737420 -556750918
1 559432 -873620506
1 174166 35463281
1 814721 627341558
1 718427 -177203160
1 241895 932288244
2 339096 536611
1 790757 -146425715
1 780761 -872906653
1 150814 -772880482
1 807218 -97972596
1 685532 -973886698
2 457135 517290
2 143520 830197
1 645286 -207256332
2 114857 266100
1 994934 693213567
1 665945 -795776682
1 256053 224621600
2 36270 957007
1 764200 881263973
1 826451 -363971594
1 930765 459736898
1 273651 914178928
1 457285 -437780413
2 168316 208306
1 497100 794526358
1 421562 24182297
1 800693 524749945
2 43025 174691
1 353507 -247622776
1 355131 625031252
1 828953 -453824068
1 783473 80574049
1 78161 -875864125
1 688023 500124926
1 421091 145262690
1 146522 -997792396
1 578977 61170322
1 180885 -214226710
1 814226 804151940
1 103919 -530880249
1 6302 -161388375
1 735687 -368141349
2 837352 987137
1 247259 -366498876
1 396937 135180391
1 745216 -694451680
1 569106 129294255
1 283725 -956220220
1 219531 95400274
1 424610 -361402316
1 689756 -21989247
1 710746 343710744
2 738871 941165
1 922 551018415
1 900670 994925651
1 909260 362755519
1 912218 682972603
1 545966 25225726
2 554580 919938
1 299133 -56090011
2 409006 550329
1 486352 499134653
2 778757 980108
1 786530 -126056410
1 194109 -596495405
1 131074 -743624870
1 924316 -607191989
1 847942 17117549
1 979141 -348299696
1 328661 -995104386
1 734537 -923554640
1 137774 -63028380
1 352640 202066873
1 801817 491046107
1 680247 266347801
2 612630 919999
1 459202 52929705
1 569954 237457509
2 572697 593031
1 536312 836889929
2 288814 689263
1 626413 -89088816
2 289034 477475
1 60281 653495857
1 793190 -920660752
1 347909 274134196
1 982628 189373402
2 156743 336932
1 335883 -718755599
1 759829 -698611548
1 983283 -619874692
2 222755 620608
1 537119 241601281
1 541007 -163383240
1 779678 -972041368
1 11556 787906646
1 66311 356362573
1 79851 435113482
1 920168 -386158773
2 573292 638666
2 274222 624441
1 927082 296218488
1 680592 673444468
2 162779 302831
1 109153 -546210516
1 527093 -646644224
2 51736 840577
1 372980 -301005442
1 472937 803057828
1 159162 81867489
1 161788 -730216565
1 370040 592126243
2 614827 847558
1 195324 58218204
2 10827 851301
1 45003 479321417
2 779989 940020
1 453482 -651453553
1 326341 -187546968
1 791413 529374810
2 161044 822352
2 254723 437556
2 420091 634893
1 165578 -773622140
1 742643 300457764
1 854898 115331730
1 818746 -528950260
2 199062 605023
2 2168 794331
1 511445 346631281
1 925757 305018868
1 64713 -575135692
2 274744 736735
1 587257 -653128103
1 618527 -907661615
1 948067 -488922661
1 35765 -891175748
1 285269 -249937920
1 594634 458997277
1 715762 864314435
1 413124 338214137
1 601717 -299192391
1 600922 92762289
1 593782 746964954
2 342335 814717
1 454426 -803666167
1 748316 789387985
2 317057 593253
1 752050 -25543502
1 990423 77057079
1 321469 483675374
1 509899 -743000564
1 710669 323267907
1 868373 -565932761
1 790404 93509074
2 505976 730409
1 685342 106220930
1 149899 207015256
1 924406 723025393
1 681237 -960623285
1 257912 812584100
1 436622 433765796
1 799381 37593448
1 246085 224306811
1 944194 -558483722
1 125963 -460708407
2 47847 353974
2 159758 826464
1 585806 -17971204
1 297260 993573879
1 80032 652030637
1 320404 -432019495
2 196636 414424
1 853272 478413372
2 630658 701791
1 285734 579234442
1 638076 981380010
1 129826 -905043584
1 448833 46455620
2 235499 775037
2 144859 789336
1 953061 194056245
1 326194 50880313
1 241210 986904281
1 646747 5965650
1 649736 502766751
1 560497 -150052215
1 228466 -903793647
2 359382 408524
1 106919 -257309472
1 981430 989867999
1 69659 481131
2 894815 999033
1 482880 -160429275
2 632522 897711
2 161160 227157
1 654961 -276333520
2 163700 420871
1 953436 -967210367
1 143005 -194357103
1 283147 789539946
2 76041 174095
1 407840 72144919
1 418574 -803342568
1 93520 -489312951
1 884327 -536350517
2 777149 847095
1 221073 -589958046
1 131729 669384727
1 275175 476338976
1 694158 -368683949
1 402988 542033189
2 697262 966470
1 937777 276410337
1 607436 12590095
1 594868 -829330826
1 540914 -382278487
2 36062 765255
1 682803 14343588
1 987814 -850196458
1 133998 769493224
1 647519 414017677
1 37059 -745995527
1 7774 620547722
1 86228 -794117434
2 9226 324602
1 949975 371904290
1 466016 658254544
2 524868 974983
2 197170 338556
2 282734 886870
1 613755 466272516
2 687600 978288
1 773823 -638674977
1 611138 429360592
1 572816 28987007
1 996068 -368958906
1 396346 -228344450
1 216835 692225889
1 721626 -774807514
1 849829 -800834825
1 726280 -532684449
1 468610 221194934
2 60125 548471
2 100045 300272
1 893916 809534828
1 857017 654069432
1 841472 217697631
1 961952 449186147
1 351133 -836713699
1 780163 -169606616
2 202988 449627
2 532628 709860
1 622030 652059479
1 761453 -55370056
1 197775 -453000276
1 936004 307647417
2 534326 748243
1 691206 -716168962
1 806481 71501271
1 898505 -431644185
1 646498 -472950424
1 263738 -978551219
2 393525 417846
2 41092 106728
1 319179 -390023970
1 854555 797480952
1 720515 -128524196
1 989876 -289018765
2 702274 894116
1 453979 -983346774
1 700872 -766458600
1 845299 791222903
1 256509 -698988171
1 643536 948318274
1 353174 -345973293
1 487532 858897785
1 78477 -851707873
1 110560 -944567524
2 66746 810576
1 203950 615630028
1 915463 41097420
1 758838 241966485
1 34830 -208588507
1 950398 -456135858
1 835429 365214065
1 936112 -396259576
1 736099 30312490
1 960613 -216528737
1 40709 246412148
2 853472 930476
2 46701 495360
1 262247 856621869
1 732311 174476933
1 334204 -89447907
1 584635 -881576258
2 464344 648800
1 140151 -286874338
1 487401 393874018
1 54945 20333780
1 140616 -847154399
1 956097 -548341556
2 209164 333626
1 580571 -558771697
1 784421 -202806265
2 690736 858318
1 678001 -446912784
1 318224 -310882180
1 952111 342556808
1 73512 600931359
2 172674 381523
1 330206 -934438668
2 136076 325106
1 28863 -58181964
1 489875 429121803
2 185507 848262
1 666652 726475423
1 557590 410791759
2 35885 935419
1 924408 -832396654
2 238889 859090
1 422867 601330367
1 532409 955952459
1 756033 787825330
1 40262 434857355
1 176446 -542953018
1 557487 3401917
1 223466 -257385251
1 222553 955061727
1 66127 -771577194
1 70142 73018628
1 908294 -869544721
2 895301 932366
1 350444 151742837
1 951766 632280528
2 267731 975447
1 235967 -765906224
1 822707 -346496987
1 896401 -949176029
1 694895 634157439
2 388176 606623
1 859124 -786695051
1 994753 277107051
1 303731 -173657345
1 242074 885471663
2 483730 633748
1 204834 969467483
1 684373 853080223
2 389755 641068
2 159690 741383
1 903839 -981889629
1 103089 819728804
2 889319 912102
2 422845 885935
1 405003 -664873266
1 285465 964947126
2 47234 839275
1 57032 -10886657
1 468929 -284882756
2 862213 982784
2 834959 952426
2 47274 829370
2 40676 880780
1 156636 750597399
2 698616 774512
1 334360 943990749
1 477915 260226892
1 496743 242922592
1 474421 -364066477
2 514827 653230
1 152854 -92866988
1 453434 702356239
2 43047 513925
1 487966 -435012720
1 986359 416158925
2 281035 380249
1 45713 -426363675
1 771961 941896485
1 990048 96664093
1 877929 -331664352
2 236647 504078
2 213154 904957
1 399451 -695380019
1 939590 -353938092
1 120382 908814578
1 957654 879703437
1 429702 -805215274
1 945083 643341050
1 639167 731549108
1 443205 -282666845
2 870813 903508
1 587221 -36967052
1 911329 8034219
2 326421 674968
1 683677 -907655461
1 182198 -716187738
1 895899 -415254260
1 599735 -763301805
1 145311 910309155
1 908634 -901361622
1 718084 -339146677
1 3898 -658721458
1 557255 410924210
1 543845 -856555447
1 859221 175215446
2 797240 929464
1 942948 963233198
2 709500 823205
1 401239 -802897039
1 597426 -59912648
1 341248 -237023485
1 386025 -296898171
1 650128 -215798466
1 53782 322713977
2 180780 329595
2 670519 928397
1 120517 329754026
1 146898 -573350821
2 76705 244568
1 637834 587903919
1 958409 -110702435
2 381840 402568
1 826719 62920135
2 151903 729070
1 289261 34467476
1 503669 -144168328
1 275628 -936811432
1 627323 -91365324
1 712559 -157422779
1 498216 -975090347
1 652771 -315973688
1 940430 243316646
1 657204 -247572790
1 638663 961527666
1 214758 -313096136
1 14098 -921500868
2 300466 358769
1 713801 -149077927
2 37483 299231
1 705911 -256626495
1 349818 645038834
1 388495 346052367
1 555469 -379033212
1 813689 641825209
1 512658 -524749660
1 955124 950573478
1 445568 597309089
2 217840 322907
1 915531 906793321
2 191461 776658
1 366678 -649972960
2 251718 737447
1 488343 605156631
1 945993 543878390
1 668013 -729578820
1 477791 842182831
1 67240 -611677095
1 502874 -641272460
1 884051 766145781
2 40336 798420
1 523063 7412843
1 429123 77571171
1 284253 -580881816
1 89796 -489488397
1 332837 -897482006
1 697906 414477179
1 325855 -231676895
1 742960 369811061
2 419359 986836
2 923157 939825
1 988152 -763935057
1 966086 -600306070
1 846902 -790284172
1 533952 286757118
1 646604 521797266
1 203846 -703277492
2 109719 749852
2 627738 842581
1 550021 329155924
1 331588 -77948193
1 943120 340916643
1 270895 740652403
1 901805 -676506991
1 19739 -387145400
1 140178 -553772680
1 76697 -32366424
1 567166 -456317841
1 462043 -698845201
1 151194 -891597501
1 734862 442844963
1 938131 810560928
2 455343 967554
1 313094 -229720672
2 361076 457679
2 702839 715740
1 258572 906737519
1 9176 -496306441
2 636905 687752
1 831562 467785537
2 179753 383591
1 409425 643754768
1 179602 944126219
1 393550 921243908
2 484578 591844
1 979771 64942235
1 330835 -703609326
1 73864 312148289
1 897575 633705744
2 437750 601485
1 355169 -731460496
1 474191 -984864202
1 502468 -772954736
1 879354 -89216245
1 858312 595686776
1 374557 -365817981
1 323587 -278469754
1 880986 -431033470
2 440095 487523
2 165502 583216
1 181956 -329299258
2 250319 665632
1 43553 336174600
1 479229 884429306
1 108591 447314586
1 214459 -979032411
1 705942 149327909
1 483631 754110788
1 613890 -103545140
1 826786 -116387778
2 375218 662714
1 858285 806170818
1 508519 822818784
2 193975 636658
2 755217 907884
1 193213 180603743
1 354906 -425776128
2 455604 787781
1 215721 -724250196
1 494495 584985587
2 98645 785898
2 485499 898083
1 271866 74891943
2 66892 929023
1 360319 -842034596
1 93459 -262992613
2 321193 844443
1 799300 -947016816
2 347813 766815
1 989677 -241941394
1 229141 643919604
1 571462 803532908
1 470184 214394019
1 792424 -161533899
2 162516 617256
2 402874 635521
1 276377 794435869
1 310464 -427997528
1 975221 -144378843
1 84267 -39487350
1 565722 116242325
1 770673 687082670
1 544886 -916273748
1 990855 406324349
1 387483 223568654
1 342637 -188024855
1 854087 -60485354
2 368218 614429
1 193638 187117418
1 826991 889763158
1 28910 -415729819
1 198306 -137412424
1 107555 950762158
1 418350 -633293230
1 339295 -833886911
1 770935 269903712
1 770086 564210502
2 402995 979666
2 585957 637746
2 795144 970066
2 172269 332705
2 312052 860644
1 504016 -918051395
2 432270 433284
1 992394 869975985
2 82726 543545
1 770670 -718243279
1 202630 -418543242
1 150452 -398676636
1 102527 837631828
1 446185 -165196818
1 990653 863063620
1 903589 -924734330
1 605485 -244529785
1 474921 363248271
2 302244 762131
1 771578 -684566279
2 14416 874127
1 534055 461266181
1 950209 -971616883
1 533717 614770738
2 283458 540515
2 516843 884336
2 873151 913846
1 749381 -708448151
1 753733 968250344
1 196135 185562176
1 226531 984005050
1 260909 109615499
1 287982 768945948
1 263619 723426807
1 551834 209642647
1 452843 -983574821
2 378159 928316
2 606690 709937
1 998999 57444935
1 521253 755922708
1 761837 756025273
1 742179 284707882
2 104466 920831
1 560937 -542781468
1 684563 -773190916
2 603407 624557
1 436065 168044572
1 627443 -950010439
1 74597 -568500039
1 41126 953387169
1 797717 362397547
1 998210 379405041
1 348446 829577325
1 193735 -244540968
2 483069 544106
1 559448 -560754749
2 638583 821733
2 480978 925516
2 260157 804227
1 311657 -980274446
1 12520 -389963282
1 284025 -424636531
1 281810 12460464
1 966076 593021477
2 579681 810170
1 435448 -573325007
1 670237 -121503102
2 619203 770726
1 904721 -898630465
2 420609 693330
1 9791 -75417023
2 88295 848723
1 119859 -215536368
2 606051 894253
2 475111 997057
1 543653 -82347885
1 562775 -643240934
1 156799 386443388
1 825577 857428803
1 291569 -279317339
1 150821 698071624
2 617185 803715
1 348803 -57408837
1 373902 -533021986
1 517761 72289646
2 5690 441689
1 67782 -758801878
2 887238 999973
2 245219 749852
2 79000 842096
1 726882 -252205449
1 331953 873932498
1 915722 562059375
1 822240 -503304269
2 490218 822973
1 304564 910039736
1 645157 -318034687
1 325528 -577744013
1 191980 845801986
1 657600 -960251096
1 839459 996122970
1 381189 851221971
2 502468 990486
1 507196 448289316
1 977094 760323387
2 622725 862765
1 926471 839322352
1 217919 -40858399
2 87292 292041
1 820691 154367895
1 395383 -422828417
1 166341 848673201
1 551879 295488526
2 206497 922309
1 558737 -515504741
2 87910 358415
1 800042 90095236
1 644420 44967090
1 163757 351389518
1 893554 -993595212
1 473152 -68399031
1 682471 -366629440
1 224596 775009543
2 258358 622025
1 699319 -656515718
1 367664 359849273
1 768626 117234474
1 553527 679724437
1 124244 -740814277
1 697025 -777063669
1 806003 58174865
1 240150 -282136656
1 316527 -583643524
2 236714 441540
1 240810 901699685
1 611552 879454435
1 96726 791864898
1 157237 -182499586
1 374343 -709648618
1 268428 438684400
1 47216 146067368
1 360174 -937496046
1 790624 -148130960
1 578834 -972444058
1 136203 876891606
1 725006 633217360
1 246708 -392174637
1 783084 -671335779
1 194978 -220931159
1 121085 948151826
1 101529 -445118696
1 221163 -861577559
1 229348 -88173608
1 383587 774518731
2 654233 799647
2 670103 887860
1 481307 797192890
1 29458 -203081509
1 334142 77548511
1 932299 513314239
1 608854 -968350407
1 32230 -946684111
1 216399 376321476
2 184454 587284
1 14309 876505205
1 200587 367507427
2 148904 365287
1 815243 560469301
2 843506 963246
2 347893 762792
1 411493 -567744726
2 674593 879996
1 711329 -662005694
1 148257 -408172519
2 15682 214252
1 60840 -580355225
1 939461 364111274
1 688560 574699019
2 830716 951072
1 926893 639686228
1 270093 352579777
1 76624 331762225
1 929461 919295282
1 804645 502386812
1 836130 229738839
2 319869 623700
1 124955 920974655
2 369794 724460
2 225879 356244
1 957394 558377027
1 504105 793726949
1 722948 -178488827
2 420374 455400
1 797147 888014724
2 462752 787821
1 379183 -945817907
1 89886 887403054
1 724149 69052154
1 647715 -410668077
1 709522 -100835390
2 704611 977437
1 403435 -965499150
1 190215 754827902
2 589785 713302
2 311266 986276
1 504392 -857319635
1 678764 716376318
2 614942 758189
2 50529 75058
1 135215 659292229
2 241665 817391
1 857044 -83428151
1 658169 -729612570
1 112852 -955671165
2 346919 713562
1 810452 -39915016
1 956204 683907541
1 733765 -770121640
1 54324 -195673394
2 308527 499989
1 88281 973792499
1 147742 -345664549
1 846989 36214366
2 269510 446761
1 630138 446792775
1 571163 -101267350
1 471627 985658729
1 689566 766405319
1 728108 -675688732
1 131732 786204222
2 304311 449863
2 198613 301022
1 298483 22664796
1 981073 741144963
1 548045 488254538
2 278389 792992
1 416231 61288269
1 863868 681767425
1 54778 57367042
1 800778 721514779
1 131029 -676545841
2 58722 726458
1 905654 -616809180
1 286037 -11604496
1 479472 -350777072
1 978335 11983761
1 766604 109189166
1 331874 -508419414
1 42033 -392800358
1 16687 443261557
1 671933 -393170093
1 950595 -341595654
1 971306 -847990271
1 879668 -263997655
2 107170 828135
1 240706 381750718
2 864758 998013
1 124352 -238875032
1 564849 880945039
1 592338 378169924
1 617277 -981204117
2 368289 670877
1 358702 -255087528
1 590475 -837238635
1 273643 -448219072
1 181714 -100957608
1 477372 289701304
2 98668 124734
1 189953 199963896
1 211094 693137753
1 504970 -32905848
1 7954 -102406186
1 493395 -793253132
1 580723 -601325335
1 459555 -961523130
2 485355 786957
1 645448 343953398
2 21132 295668
1 422212 887583304
1 633685 189322246
2 301293 395204
1 312111 429282564
1 23327 -80614624
1 840616 122553736
1 636707 -656359714
2 39754 823229
2 197225 505398
1 781948 184433648
2 258476 491449
2 406217 981136
1 982000 -668819569
1 251910 -285509201
1 811290 -618106527
1 602353 784975872
1 930112 846709506
1 696900 -515828640
1 513336 452169584
1 460730 -674556600
1 17781 -534429304
1 339486 905503197
1 49046 -676704491
2 698872 898709
1 697962 -594789447
2 583105 682392
1 584771 342734020
2 555419 973085
1 361985 -235252048
1 758047 717330693
1 697814 -892107910
2 257406 679843
1 219253 110463600
1 596922 616084377
1 960184 -556450760
1 134771 483004105
1 478013 -320516751
2 791513 898250
2 114803 667774
2 139150 525645
1 176189 154406380
2 670462 938192
1 296757 -341909709
1 597970 729104480
1 733278 504328095
2 45739 526388
2 199786 251964
1 303709 -66854429
1 901853 -253320326
1 413778 223074289
1 690165 822284458
1 913909 -430038547
1 951052 148694708
1 400700 -769515664
2 468825 963034
1 886750 -779404556
1 569049 -474174800
2 46153 919247
1 925996 249773988
1 90298 -93490561
1 744326 477900457
1 87386 224494434
1 289854 479018839
1 831498 510579079
2 204689 528178
1 241201 -583560650
1 731365 812836547
1 133158 -126947874
1 197507 -535422583
1 640927 -880495796
1 581004 727281125
2 463276 782205
1 291372 -736683856
2 64918 776062
1 623939 785499022
1 375381 622204081
2 84831 351010
1 713209 -199692340
1 608753 607120196
1 122780 417971239
1 323932 950108602
1 271533 718915009
1 348634 -356266766
1 148986 -504547389
1 640120 677937530
1 456745 -597044775
1 823381 360164962
1 954872 -135065219
1 109013 68460995
1 711383 619393068
1 588823 49750758
1 616014 -380521034
1 8467 -634569197
1 552022 -920716873
1 708861 -184175954
1 755500 -662703323
2 554609 868955
2 143981 583510
1 754130 552233025
1 348444 -700116781
1 218799 -368721703
2 276911 332304
1 807865 76166779
1 256655 955970045
1 778030 489937065
1 821752 850903953
1 136756 950016252
1 44714 -941480618
1 10222 315486784
1 882006 -320519088
1 737406 2056543
2 783243 863816
1 133592 -731280280
2 565294 796167
1 74159 -965766579
2 85267 218400
1 875576 -595659069
1 933030 243761457
1 335517 -918894787
1 700496 -82563591
1 627806 565099041
1 126840 -188325887
1 959562 427920545
1 398116 -922373851
1 831442 765045617
1 367074 -920227355
1 507309 -940211053
2 68076 733586
1 709350 -783341141
2 526227 673137
1 643933 965133940
1 989300 539048090
1 280862 -923645496
2 173578 262756
1 585024 463540052
2 128011 872306
1 191854 127519195
2 921927 952597
1 598143 -679733298
2 157472 852491
2 456702 690263
2 336070 463656
1 847389 527476668
1 973406 -616637733
1 233982 961985270
1 953921 -435266958
1 177806 -405458738
1 264947 -143191217
1 701412 708674151
1 401776 240401029
1 342174 972786626
2 257027 968912
1 820721 573585551
2 158090 174177
1 148777 -775788524
1 302189 395335494
1 732220 626988882
1 358873 927038815
1 999801 957514604
1 806416 -758653087
1 958418 770129610
2 690197 819964
1 60652 -820330288
2 13847 932237
1 565077 82297043
1 683487 538172284
1 662603 792897839
1 566599 -689040156
1 332140 -751314926
1 683081 -834425391
1 914002 408165382
2 5736 95912
1 693230 -496429935
1 880407 -567022310
2 118297 397742
1 326850 695134747
2 222949 266647
1 971423 -685010143
1 808575 566462604
2 356627 612122
1 578031 341741294
1 215339 -82405617
1 138394 851329410
1 391923 790834203
1 714612 969497119
1 562898 -695373267
1 105504 327815209
1 295302 -408859388
1 831836 -232575932
1 482906 -841800379
1 115153 798853772
1 449114 557776788
1 339418 158977866
1 360575 -216900278
1 595661 352847151
1 829491 197522013
1 766964 -115511333
1 913980 91267801
1 505349 -304673822
2 120799 208199
2 105103 214223
1 790082 578460950
2 37680 361132
1 430644 -84697690
2 306653 559350
2 340332 564891
1 793709 -499085474
1 119838 -261129534
2 520566 823154
1 454034 -173529825
1 656699 37534924
1 172341 -472447823
1 634581 -610687987
2 2469 547181
1 563179 -43580431
2 563310 683282
2 144853 727135
2 206488 210734
2 48137 473848
1 881460 -677398555
1 453720 651825055
1 301785 -523850663
1 319902 -820135838
1 504864 852129698
2 38624 741129
1 222492 -842511240
2 3336 981434
1 334751 -773847857
1 527620 275023632
1 114374 789117543
2 967816 992283
1 93331 -480473538
1 671796 335613921
1 670459 -704418644
2 10128 202252
1 938100 -452243434
1 864840 -279511595
1 15966 -684752287
1 780281 430337409
2 357393 768635
2 171105 322877
1 831906 -521302791
2 666715 829191
2 415303 492011
1 883512 -344117496
1 647093 -490554016
1 300723 -431842619
1 709695 305594444
1 225678 175854769
1 103368 -54179096
1 935032 -873880475
2 525999 899742
2 36902 171065
2 138600 451167
1 623944 152302956
2 233278 318239
1 46951 -117515968
1 409129 599165288
1 447171 -550208450
2 185356 552682
2 518401 835052
1 343574 681195569
1 918263 169321626
2 347733 363977
1 10409 628377488
1 420239 211241451
1 596383 186833263
1 849638 -96434828
1 515809 -319907502
1 364984 -781727727
1 550706 -607395144
1 467191 777198138
1 527582 -846924326
2 476152 781312
1 530943 940462163
1 363503 -257491230
1 378703 -831302036
1 339393 -163003924
1 594050 411030545
1 733908 688826006
1 271186 9238366
1 950531 799562519
1 653654 456101347
1 293339 723585955
1 962712 289996094
1 229789 -62253070
1 433832 277508770
2 179943 917535
2 186894 481636
1 200643 -923181897
1 169417 502550100
1 244775 -389731249
2 222070 368046
2 741620 921997
1 853298 -180663340
1 483930 -709108625
1 13292 174946238
1 890903 -108031155
2 607499 821487
1 669018 73915139
1 768383 -730055724
1 58149 -990802763
2 213195 340492
1 314048 504250155
1 261788 231274080
1 762324 -396781850
2 63114 209818
1 642028 518663528
1 178913 -578533763
1 241326 48619176
1 871183 234031777
1 447027 118654136
1 946060 410981145
1 379746 686857118
1 76457 460558437
2 64390 752542
1 361511 -5353129
2 381902 757456
1 255227 -646425338
1 397566 666615600
1 633219 599454872
2 318967 666305
1 219746 -176454314
1 55296 182905939
1 444293 969000644
1 646982 -341927675
1 925458 -268293660
1 624753 -741516594
1 650902 295967624
1 768915 -178705945
1 626752 -837423689
1 645543 568426009
2 333532 422182
2 64716 928074
2 761945 913695
2 377767 403188
1 586335 525412570
1 384881 326958705
1 734531 157271499
1 783443 -919611712
1 440700 848971079
1 952119 470913870
2 409950 542996
1 455847 -905940581
1 114717 910788556
1 397300 72698910
1 462229 155002631
1 308133 517845982
1 24004 -332730335
2 118559 878433
1 428200 -661614528
1 797103 -607338245
2 27467 473166
1 504041 741425175
1 623554 246762095
2 485173 579462
2 77141 940149
1 438334 386818301
1 308755 -266814827
1 837119 335906194
1 715001 110686505
1 105505 -594175792
1 510635 131764693
2 826135 898440
1 11645 -451333011
1 263238 -463416114
1 140231 -864627235
1 510891 768649823
2 54911 582257
1 272169 584070531
1 921425 -662387807
1 530271 -654572829
1 600304 -450839804
1 256392 604172242
2 162565 373562
1 602740 252279465
2 376869 982525
1 631044 -316455593
1 799755 824969690
2 758735 986144
2 26488 81246
1 80407 -499970372
1 521819 371930327
2 110607 272013
1 968606 544108883
1 678434 247501016
2 633318 782758
1 133902 826850235
1 717515 -604473315
1 584857 -715469404
1 945080 856074817
1 771442 52364059
1 224313 270279345
1 578159 621265527
2 339823 582713
1 204873 841153804
1 112484 607116242
2 32579 942015
2 331945 717330
1 666870 152090557
2 203844 460743
2 685686 946129
1 654522 570494210
1 218126 -880469337
1 921468 187858053
2 697915 749740
1 957563 91016731
1 890366 -49341827
2 189608 240867
2 274395 398940
1 739449 637114118
1 829379 -355187247
1 623629 -639058444
1 673070 187948875
2 159693 165976
2 63626 784816
1 947911 968400538
1 970789 696412432
1 281755 254531553
1 437454 -599215514
2 172085 445920
1 857428 92717143
2 361699 375122
1 9034 -163544381
2 64284 222143
1 603932 316829184
1 41575 914633949
1 274278 -791682127
2 292418 859408
2 500049 659209
1 996650 -72473849
1 999965 -344098682
2 697580 848675
1 838795 -554475058
1 703284 -991466978
1 622539 -478288814
1 339489 -873812932
1 883355 804035968
2 116032 232053
1 855783 -29364982
2 444803 998442
1 264390 72894818
1 181411 -33686969
1 177267 -167204201
2 154102 477743
1 795445 231890345
1 323915 -838456870
2 563639 762212
1 142518 361903769
1 264731 482360778
1 884666 875392245
2 839960 969033
1 43086 19438757
2 72926 347790
1 110592 675397525
1 321133 -544631843
1 570803 -752384620
1 187895 -559297472
1 301907 -137720103
2 732025 862301
1 94895 -778361160
2 389786 913216
1 380857 769054764
1 26824 -320095198
1 451566 -802968422
1 873937 860346151
2 322771 434616
1 507360 211325365
2 180489 714505
1 225086 508012858
1 168947 -972493743
2 373364 925307
1 208209 -915675324
1 674401 -300085033
1 613921 -136675940
2 157422 233620
1 785010 -486187250
1 502938 -315970547
1 38132 737758074
1 278624 -332741515
1 28686 -294375624
1 903701 -914858874
1 264815 -78296635
1 865718 -732485214
1 509026 -940421225
1 175657 -6595172
2 221011 500235
1 898042 980898396
1 745475 -27838571
1 432422 -391015807
1 96428 188205334
2 9535 529050
1 713502 923536217
1 308592 829361528
1 140127 -419357827
2 387740 675988
1 956298 -101128352
1 409261 826427732
1 247879 -703747145
1 853699 -173791234
1 816854 -56909548
1 705431 612006459
1 740585 -220974058
1 252992 355802929
1 153871 -300933973
1 81359 -677618103
1 636548 398836444
1 196608 -94071249
1 229843 -524894129
1 1500 429854661
1 114838 514066730
1 260658 38999228
2 531952 672324
1 787892 775944558
1 728513 -348720118
1 994877 992507451
1 167612 -185282385
1 342897 -962706857
1 565213 -940193059
1 82564 853554034
2 498222 848201
1 132761 -898463414
1 86869 229978023
1 686533 -645337063
1 912763 145197553
2 75535 779999
1 400636 289082831
1 67883 762227418
2 206029 767083
1 586753 189827321
2 408223 596743
1 796335 -240506025
1 388714 417801357
2 687922 721027
1 457237 -19448793
2 453807 598697
1 778800 -159679075
1 216631 -841127746
1 48155 950484040
2 106394 321144
2 121383 837915
1 296069 830096111
1 92746 676984439
1 934974 -905077597
1 505715 997149353
1 121259 -332882743
1 103981 -33800588
1 961946 -982037536
1 703759 523369133
2 676156 770129
1 479946 253642921
2 235408 726938
2 102246 256302
1 758148 328919952
1 547305 -488419178
1 622953 -381365168
2 227900 374156
1 328015 -956132809
1 643229 -914985356
1 345001 -342152566
1 743615 994531488
1 458200 48892050
1 929066 891095107
2 171764 768090
1 878998 922587004
2 275518 395174
1 9544 452452621
1 464018 -998023616
1 567212 -544536868
1 336320 192057485
2 44299 523772
1 831890 -496823092
1 997567 873627835
1 822269 189960430
1 513556 13747402
1 62253 739605714
1 832475 -649354484
1 817580 329838112
2 268000 606483
1 557030 -114242289
1 616937 361108796
2 699823 725323
1 379467 459124280
2 626374 784247
1 776469 -401432391
1 551997 886036509
1 474288 -779180486
2 31254 621725
1 798735 678575106
2 631591 804792
1 47408 -797638070
1 885519 947357899
1 818237 805826594
1 251740 -619423143
1 721595 34040299
2 419001 491727
1 151614 -71170939
1 648383 -376015508
1 489638 10600655
1 522138 -780572288
2 80608 158147
1 492793 -343709812
1 333863 974703521
2 155562 414780
1 962298 513050867
